"NAME10","NAMELSAD10","Evap_tavg","Qs_tavg","Rainf_f_tavg","Tair_f_tavg","file"
"Winchester","Winchester city",NA,NA,NA,NA,"201111.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"201111.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"201111.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"201111.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"201111.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"201111.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"201111.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"201111.nc4"
"Greene","Greene County",NA,NA,NA,NA,"201111.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"201111.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"201111.nc4"
"Danville","Danville city",NA,NA,NA,NA,"201111.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"201111.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"201111.nc4"
"Henry","Henry County",NA,NA,NA,NA,"201111.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"201111.nc4"
"Washington","Washington County",NA,NA,NA,NA,"201111.nc4"
"Scott","Scott County",NA,NA,NA,NA,"201111.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"201111.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"201111.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"201111.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"201111.nc4"
"Fredericksburg","Fredericksburg city",1.61507605298539e-05,2.64067080024688e-06,3.44984255207237e-05,283.407348632812,"201111.nc4"
"Stafford","Stafford County",1.64093791681807e-05,2.70428422481928e-06,3.36109576892341e-05,283.281195068359,"201111.nc4"
"Alexandria","Alexandria city",5.4801920441605e-06,5.73988478436149e-06,2.73597065643116e-05,283.294021606445,"201111.nc4"
"Loudoun","Loudoun County",6.26742894382915e-06,6.74399598210584e-06,3.00295899554233e-05,282.71918741862,"201111.nc4"
"Warren","Warren County",NA,NA,NA,NA,"201111.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"201111.nc4"
"Falls Church","Falls Church city",1.26878012451925e-06,6.84006135998061e-06,2.71075641649077e-05,282.966796875,"201111.nc4"
"Prince William","Prince William County",8.98391979831104e-06,5.29494548118237e-06,2.87881734948314e-05,283.12117767334,"201111.nc4"
"Spotsylvania","Spotsylvania County",1.60523668455426e-05,2.5836493477982e-06,3.33203752234112e-05,283.460723876953,"201111.nc4"
"Manassas Park","Manassas Park city",1.59311275638174e-05,1.10048904389259e-06,2.32213078561472e-05,282.924621582031,"201111.nc4"
"Fairfax","Fairfax County",5.28268187357147e-06,6.20144448741182e-06,2.77033042645295e-05,282.977897644043,"201111.nc4"
"Fairfax","Fairfax city",1.06581950376494e-06,7.73141891841078e-06,2.6471325327293e-05,282.688827514648,"201111.nc4"
"Manassas","Manassas city",1.59311275638174e-05,1.10048904389259e-06,2.32213078561472e-05,282.924621582031,"201111.nc4"
"Arlington","Arlington County",1.17537456389982e-06,7.03803834767314e-06,2.5331568394904e-05,283.412689208984,"201111.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"201111.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"201111.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"201111.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"201111.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"201111.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"201111.nc4"
"Salem","Salem city",NA,NA,NA,NA,"201111.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"201111.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"201111.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"201111.nc4"
"Craig","Craig County",NA,NA,NA,NA,"201111.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"201111.nc4"
"Radford","Radford city",NA,NA,NA,NA,"201111.nc4"
"Giles","Giles County",NA,NA,NA,NA,"201111.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"201111.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"201111.nc4"
"Galax","Galax city",NA,NA,NA,NA,"201111.nc4"
"Lancaster","Lancaster County",1.86829984158976e-05,2.51904498327349e-06,3.11177177536592e-05,284.992340087891,"201111.nc4"
"Buena Vista","Buena Vista city",NA,NA,NA,NA,"201111.nc4"
"Smyth","Smyth County",NA,NA,NA,NA,"201111.nc4"
"Southampton","Southampton County",2.05600766397159e-05,3.02078168109195e-06,3.16511031996924e-05,284.887329101562,"201111.nc4"
"Mecklenburg","Mecklenburg County",NA,NA,NA,NA,"201111.nc4"
"Rappahannock","Rappahannock County",NA,NA,NA,NA,"201111.nc4"
"Floyd","Floyd County",NA,NA,NA,NA,"201111.nc4"
"Covington","Covington city",NA,NA,NA,NA,"201111.nc4"
"Shenandoah","Shenandoah County",NA,NA,NA,NA,"201111.nc4"
"Wise","Wise County",NA,NA,NA,NA,"201111.nc4"
"Essex","Essex County",1.77652904572564e-05,4.46799010335651e-06,3.17857803955641e-05,284.116476876395,"201111.nc4"
"Lexington","Lexington city",NA,NA,NA,NA,"201111.nc4"
"Bath","Bath County",NA,NA,NA,NA,"201111.nc4"
"Grayson","Grayson County",NA,NA,NA,NA,"201111.nc4"
"Prince Edward","Prince Edward County",NA,NA,NA,NA,"201111.nc4"
"Greensville","Greensville County",NA,NA,NA,NA,"201111.nc4"
"Madison","Madison County",NA,NA,NA,NA,"201111.nc4"
"Emporia","Emporia city",NA,NA,NA,NA,"201111.nc4"
"Charlotte","Charlotte County",NA,NA,NA,NA,"201111.nc4"
"Buckingham","Buckingham County",NA,NA,NA,NA,"201111.nc4"
"Carroll","Carroll County",NA,NA,NA,NA,"201111.nc4"
"Russell","Russell County",NA,NA,NA,NA,"201111.nc4"
"Halifax","Halifax County",NA,NA,NA,NA,"201111.nc4"
"Middlesex","Middlesex County",1.85336907634337e-05,2.6858024853027e-06,2.9064934096823e-05,284.84986114502,"201111.nc4"
"Alleghany","Alleghany County",NA,NA,NA,NA,"201111.nc4"
"Norton","Norton city",NA,NA,NA,NA,"201111.nc4"
"King George","King George County",1.68344513440388e-05,2.21698832092443e-06,3.26948602378252e-05,283.774017333984,"201111.nc4"
"Westmoreland","Westmoreland County",1.79432472577901e-05,3.28656354516473e-06,2.99959330212527e-05,284.188280378069,"201111.nc4"
"Orange","Orange County",NA,NA,NA,NA,"201111.nc4"
"Patrick","Patrick County",NA,NA,NA,NA,"201111.nc4"
"Nottoway","Nottoway County",NA,NA,NA,NA,"201111.nc4"
"Page","Page County",NA,NA,NA,NA,"201111.nc4"
"Northumberland","Northumberland County",1.78374844836071e-05,2.94373626275046e-06,3.44055348250549e-05,284.824774169922,"201111.nc4"
"Wythe","Wythe County",NA,NA,NA,NA,"201111.nc4"
"Brunswick","Brunswick County",NA,NA,NA,NA,"201111.nc4"
"Richmond","Richmond County",1.83842676051427e-05,3.14312884646435e-06,3.35895529133268e-05,284.409258161272,"201111.nc4"
"Highland","Highland County",NA,NA,NA,NA,"201111.nc4"
"Bland","Bland County",NA,NA,NA,NA,"201111.nc4"
"Lunenburg","Lunenburg County",NA,NA,NA,NA,"201111.nc4"
"Rockbridge","Rockbridge County",NA,NA,NA,NA,"201111.nc4"
"Franklin","Franklin city",NA,NA,NA,NA,"201111.nc4"
"Lee","Lee County",NA,NA,NA,NA,"201111.nc4"
"Buchanan","Buchanan County",NA,NA,NA,NA,"201111.nc4"
"Dickenson","Dickenson County",NA,NA,NA,NA,"201111.nc4"
"Northampton","Northampton County",1.73576758243144e-05,1.39720284551004e-06,2.44218620840305e-05,285.973490397135,"201111.nc4"
"Accomack","Accomack County",1.65087384712851e-05,1.61523926904424e-06,2.68621206487296e-05,285.753504435221,"201111.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"201112.nc4"
"Surry","Surry County",1.37454951527616e-05,9.38739248113052e-07,1.51586492620481e-05,281.209339141846,"201112.nc4"
"Hampton","Hampton city",8.73539164558679e-07,5.41546114618541e-06,1.62285714395694e-05,282.139389038086,"201112.nc4"
"Mathews","Mathews County",1.43120469147107e-05,8.01934504579549e-07,1.45757385325851e-05,281.726867675781,"201112.nc4"
"Gloucester","Gloucester County",1.30855764837179e-05,9.33586960627508e-07,1.49748634612479e-05,281.43098449707,"201112.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"201112.nc4"
"Isle of Wight","Isle of Wight County",1.1510742746168e-05,9.20637613115172e-07,1.40040635111898e-05,281.670893351237,"201112.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"201112.nc4"
"Newport News","Newport News city",9.20635443435458e-07,4.53945585832116e-06,1.47710516102961e-05,281.740905761719,"201112.nc4"
"James City","James City County",1.25209969610296e-05,9.63381637575367e-07,1.45411197536305e-05,281.162643432617,"201112.nc4"
"Suffolk","Suffolk city",1.41147384056239e-05,1.22918493161706e-06,1.72121835930739e-05,281.989868164062,"201112.nc4"
"Poquoson","Poquoson city",NA,NA,1.83777592610568e-05,282.139617919922,"201112.nc4"
"Norfolk","Norfolk city",NA,NA,0,282.513763427734,"201112.nc4"
"York","York County",1.4076245315664e-05,1.12932655156328e-06,1.53166987729492e-05,281.485998535156,"201112.nc4"
"Williamsburg","Williamsburg city",1.35716018121457e-05,1.0857646657314e-06,1.44303379177776e-05,281.271799723307,"201112.nc4"
"Hanover","Hanover County",1.21605073997801e-05,2.34335938590188e-06,2.73878182010126e-05,280.103219168527,"201112.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"201112.nc4"
"King and Queen","King and Queen County",1.24789728488395e-05,1.44510894983796e-06,2.15801671856752e-05,280.465412139893,"201112.nc4"
"Petersburg","Petersburg city",9.67324376688339e-06,2.47209911208301e-06,1.9207095647289e-05,280.624420166016,"201112.nc4"
"Henrico","Henrico County",6.79403319736593e-06,5.79931636934816e-06,2.44587104134553e-05,280.285583496094,"201112.nc4"
"King William","King William County",1.25780867392677e-05,1.88740843043433e-06,2.38437887674081e-05,280.37771987915,"201112.nc4"
"Chesterfield","Chesterfield County",1.00064148114143e-05,3.3369334175859e-06,2.24567620534799e-05,280.474662780762,"201112.nc4"
"Richmond","Richmond city",6.83076848417841e-07,9.13390613277443e-06,2.50029715971323e-05,280.152465820312,"201112.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"201112.nc4"
"Colonial Heights","Colonial Heights city",7.17218108547968e-06,3.70470536381617e-06,2.02408164113876e-05,280.620468139648,"201112.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"201112.nc4"
"Caroline","Caroline County",1.24739870963302e-05,4.03351556802331e-06,3.83475219548148e-05,279.582768031529,"201112.nc4"
"Sussex","Sussex County",1.14567507125685e-05,1.36418027096852e-06,1.58338250457746e-05,281.029842376709,"201112.nc4"
"Prince George","Prince George County",1.03352040241589e-05,1.90648704290197e-06,1.72937610614099e-05,280.806015014648,"201112.nc4"
"Dinwiddie","Dinwiddie County",1.17175154628057e-05,1.24403663903649e-06,1.78151758518652e-05,280.666381835938,"201112.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"201112.nc4"
"Charles City","Charles City County",1.26933447669823e-05,1.12078550766152e-06,1.84078761170288e-05,280.846064249674,"201112.nc4"
"New Kent","New Kent County",1.27584526126157e-05,1.19537105547352e-06,1.9019443061552e-05,280.689410400391,"201112.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"201112.nc4"
"Hopewell","Hopewell city",9.64050695984042e-06,2.58309199807627e-06,2.00589734049572e-05,280.707702636719,"201112.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"201112.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"201112.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"201112.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"201112.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"201112.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"201112.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"201112.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"201112.nc4"
"Greene","Greene County",NA,NA,NA,NA,"201112.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"201112.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"201112.nc4"
"Danville","Danville city",NA,NA,NA,NA,"201112.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"201112.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"201112.nc4"
"Henry","Henry County",NA,NA,NA,NA,"201112.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"201112.nc4"
"Washington","Washington County",NA,NA,NA,NA,"201112.nc4"
"Scott","Scott County",NA,NA,NA,NA,"201112.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"201112.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"201112.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"201112.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"201112.nc4"
"Fredericksburg","Fredericksburg city",1.2692433756456e-05,4.23219626100035e-06,4.31617027061293e-05,279.204788208008,"201112.nc4"
"Stafford","Stafford County",1.30787579109892e-05,4.27334575761051e-06,4.17028983065393e-05,279.024639892578,"201112.nc4"
"Alexandria","Alexandria city",4.2999286478107e-06,1.29467285887586e-05,3.87210384360515e-05,278.954177856445,"201112.nc4"
"Loudoun","Loudoun County",5.05822526974953e-06,7.36956136885662e-06,3.33326303613527e-05,278.191324869792,"201112.nc4"
"Warren","Warren County",NA,NA,NA,NA,"201112.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"201112.nc4"
"Falls Church","Falls Church city",7.95709354406426e-07,1.39996482175775e-05,3.61363709089346e-05,278.590057373047,"201112.nc4"
"Prince William","Prince William County",7.03759130260551e-06,1.07064172425453e-05,4.10402008128585e-05,278.790824890137,"201112.nc4"
"Spotsylvania","Spotsylvania County",1.25198466776055e-05,3.98700149162323e-06,4.27064624091145e-05,279.283874511719,"201112.nc4"
"Manassas Park","Manassas Park city",1.24296793728718e-05,2.75503703051072e-06,3.3815776987467e-05,278.510986328125,"201112.nc4"
"Fairfax","Fairfax County",4.22956508335422e-06,1.05692024211142e-05,3.66962196191404e-05,278.588366190592,"201112.nc4"
"Fairfax","Fairfax city",8.49619141263247e-07,1.22817577903334e-05,3.57159442501143e-05,278.271987915039,"201112.nc4"
"Manassas","Manassas city",1.24296793728718e-05,2.75503703051072e-06,3.3815776987467e-05,278.510986328125,"201112.nc4"
"Arlington","Arlington County",7.37080085855268e-07,1.5377305317088e-05,3.74796145479195e-05,279.062683105469,"201112.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"201112.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"201112.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"201112.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"201112.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"201112.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"201112.nc4"
"Salem","Salem city",NA,NA,NA,NA,"201112.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"201112.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"201112.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"201112.nc4"
"Craig","Craig County",NA,NA,NA,NA,"201112.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"201112.nc4"
"Radford","Radford city",NA,NA,NA,NA,"201112.nc4"
"Giles","Giles County",NA,NA,NA,NA,"201112.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"201112.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"201112.nc4"
"Galax","Galax city",NA,NA,NA,NA,"201112.nc4"
"Lancaster","Lancaster County",1.30957099221026e-05,1.16281597684065e-06,1.81049008460832e-05,281.293533325195,"201112.nc4"
"Buena Vista","Buena Vista city",NA,NA,NA,NA,"201112.nc4"
"Smyth","Smyth County",NA,NA,NA,NA,"201112.nc4"
"Southampton","Southampton County",1.32195321687808e-05,1.11324417654638e-06,1.63119839271531e-05,281.263468424479,"201112.nc4"
"Mecklenburg","Mecklenburg County",NA,NA,NA,NA,"201112.nc4"
"Rappahannock","Rappahannock County",NA,NA,NA,NA,"201112.nc4"
"Floyd","Floyd County",NA,NA,NA,NA,"201112.nc4"
"Covington","Covington city",NA,NA,NA,NA,"201112.nc4"
"Shenandoah","Shenandoah County",NA,NA,NA,NA,"201112.nc4"
"Wise","Wise County",NA,NA,NA,NA,"201112.nc4"
"Essex","Essex County",1.2320659802104e-05,3.11055776234882e-06,2.56458461080911e-05,280.238198416574,"201112.nc4"
"Lexington","Lexington city",NA,NA,NA,NA,"201112.nc4"
"Bath","Bath County",NA,NA,NA,NA,"201112.nc4"
"Grayson","Grayson County",NA,NA,NA,NA,"201112.nc4"
"Prince Edward","Prince Edward County",NA,NA,NA,NA,"201112.nc4"
"Greensville","Greensville County",NA,NA,NA,NA,"201112.nc4"
"Madison","Madison County",NA,NA,NA,NA,"201112.nc4"
"Emporia","Emporia city",NA,NA,NA,NA,"201112.nc4"
"Charlotte","Charlotte County",NA,NA,NA,NA,"201112.nc4"
"Buckingham","Buckingham County",NA,NA,NA,NA,"201112.nc4"
"Carroll","Carroll County",NA,NA,NA,NA,"201112.nc4"
"Russell","Russell County",NA,NA,NA,NA,"201112.nc4"
"Halifax","Halifax County",NA,NA,NA,NA,"201112.nc4"
"Middlesex","Middlesex County",1.27802427414281e-05,1.02971561943832e-06,1.73721009559813e-05,281.143737792969,"201112.nc4"
"Alleghany","Alleghany County",NA,NA,NA,NA,"201112.nc4"
"Norton","Norton city",NA,NA,NA,NA,"201112.nc4"
"King George","King George County",1.34687070385553e-05,4.95774122555304e-06,4.06298977395636e-05,279.674728393555,"201112.nc4"
"Westmoreland","Westmoreland County",1.38983703739844e-05,3.37964377195021e-06,2.65813253333495e-05,280.262015206473,"201112.nc4"
"Orange","Orange County",NA,NA,NA,NA,"201112.nc4"
"Patrick","Patrick County",NA,NA,NA,NA,"201112.nc4"
"Nottoway","Nottoway County",NA,NA,NA,NA,"201112.nc4"
"Page","Page County",NA,NA,NA,NA,"201112.nc4"
"Northumberland","Northumberland County",1.35057678562589e-05,2.30178452511609e-06,2.4213815049734e-05,281.076477050781,"201112.nc4"
"Wythe","Wythe County",NA,NA,NA,NA,"201112.nc4"
"Brunswick","Brunswick County",NA,NA,NA,NA,"201112.nc4"
"Richmond","Richmond County",1.28957764380695e-05,2.86143264409994e-06,2.51053591325347e-05,280.581800188337,"201112.nc4"
"Highland","Highland County",NA,NA,NA,NA,"201112.nc4"
"Bland","Bland County",NA,NA,NA,NA,"201112.nc4"
"Lunenburg","Lunenburg County",NA,NA,NA,NA,"201112.nc4"
"Rockbridge","Rockbridge County",NA,NA,NA,NA,"201112.nc4"
"Franklin","Franklin city",NA,NA,NA,NA,"201112.nc4"
"Lee","Lee County",NA,NA,NA,NA,"201112.nc4"
"Buchanan","Buchanan County",NA,NA,NA,NA,"201112.nc4"
"Dickenson","Dickenson County",NA,NA,NA,NA,"201112.nc4"
"Northampton","Northampton County",1.04865426692413e-05,6.80318879631159e-07,1.21900208493268e-05,282.372329711914,"201112.nc4"
"Accomack","Accomack County",1.21847680764569e-05,7.15188388188504e-07,1.41066229086088e-05,281.929028828939,"201112.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"201201.nc4"
"Surry","Surry County",1.5503518056903e-05,1.59915477127015e-06,2.19358025788097e-05,278.901622772217,"201201.nc4"
"Hampton","Hampton city",6.06849766882078e-07,5.53273207515304e-06,2.17163023989997e-05,279.722198486328,"201201.nc4"
"Mathews","Mathews County",1.49386178236455e-05,1.58369334712916e-06,2.18036911974195e-05,279.136322021484,"201201.nc4"
"Gloucester","Gloucester County",1.54189465320087e-05,1.29465980336363e-06,2.31650230944069e-05,278.911869049072,"201201.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"201201.nc4"
"Isle of Wight","Isle of Wight County",1.33512826380411e-05,1.30068049497625e-06,1.94816802832067e-05,279.350143432617,"201201.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"201201.nc4"
"Newport News","Newport News city",4.40023484316043e-07,5.14065504830796e-06,2.13317052839557e-05,279.327697753906,"201201.nc4"
"James City","James City County",1.52688792240951e-05,1.4905065199855e-06,2.35576617342304e-05,278.760154724121,"201201.nc4"
"Suffolk","Suffolk city",1.65453257068293e-05,1.6651554233249e-06,2.41377201746218e-05,279.651000976562,"201201.nc4"
"Poquoson","Poquoson city",NA,NA,2.30211626330856e-05,279.668670654297,"201201.nc4"
"Norfolk","Norfolk city",NA,NA,0,280.093475341797,"201201.nc4"
"York","York County",1.65097404533299e-05,1.69425957210478e-06,2.57331128523219e-05,279.046368408203,"201201.nc4"
"Williamsburg","Williamsburg city",1.63160032874051e-05,1.63050735106178e-06,2.53040107054403e-05,278.85893758138,"201201.nc4"
"Hanover","Hanover County",1.39199469880883e-05,9.39284819066545e-07,1.73226037856823e-05,277.672454833984,"201201.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"201201.nc4"
"King and Queen","King and Queen County",1.4187633041729e-05,1.27297511198776e-06,1.95865425212105e-05,277.973403930664,"201201.nc4"
"Petersburg","Petersburg city",1.08083114511714e-05,2.10275842960073e-06,1.89335996765294e-05,278.301330566406,"201201.nc4"
"Henrico","Henrico County",7.25487919339685e-06,2.30698356062931e-06,1.71400733961491e-05,277.878540039062,"201201.nc4"
"King William","King William County",1.42246042287297e-05,1.11635399946408e-06,1.83135714451055e-05,277.919136047363,"201201.nc4"
"Chesterfield","Chesterfield County",1.08229882656019e-05,1.90477339856443e-06,1.8019583876594e-05,278.110488891602,"201201.nc4"
"Richmond","Richmond city",1.56037557985655e-07,3.98403108192724e-06,1.66119480127236e-05,277.744506835938,"201201.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"201201.nc4"
"Colonial Heights","Colonial Heights city",7.65202297259293e-06,2.95140830530727e-06,1.8351754079049e-05,278.283325195312,"201201.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"201201.nc4"
"Caroline","Caroline County",1.38981112546129e-05,2.30592972424607e-06,1.83365317362976e-05,277.110196794782,"201201.nc4"
"Sussex","Sussex County",1.4537026004291e-05,1.26347464401988e-06,2.0593358158294e-05,278.769691467285,"201201.nc4"
"Prince George","Prince George County",1.25588241495223e-05,1.75283606296261e-06,1.93333505649207e-05,278.482162475586,"201201.nc4"
"Dinwiddie","Dinwiddie County",1.35994878291967e-05,1.17771094210184e-06,1.90795772141428e-05,278.3720703125,"201201.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"201201.nc4"
"Charles City","Charles City County",1.43518664117437e-05,1.2374360570296e-06,1.96359554441491e-05,278.46755472819,"201201.nc4"
"New Kent","New Kent County",1.40071795613039e-05,1.20532441769683e-06,1.90840579307405e-05,278.263708496094,"201201.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"201201.nc4"
"Hopewell","Hopewell city",1.07892129719289e-05,2.19307617044251e-06,1.90954142453847e-05,278.352783203125,"201201.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"201201.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"201201.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"201201.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"201201.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"201201.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"201201.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"201201.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"201201.nc4"
"Greene","Greene County",NA,NA,NA,NA,"201201.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"201201.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"201201.nc4"
"Danville","Danville city",NA,NA,NA,NA,"201201.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"201201.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"201201.nc4"
"Henry","Henry County",NA,NA,NA,NA,"201201.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"201201.nc4"
"Washington","Washington County",NA,NA,NA,NA,"201201.nc4"
"Scott","Scott County",NA,NA,NA,NA,"201201.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"201201.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"201201.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"201201.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"201201.nc4"
"Fredericksburg","Fredericksburg city",1.46053234857391e-05,1.84044480988632e-06,1.96890696315677e-05,276.750854492188,"201201.nc4"
"Stafford","Stafford County",1.58999930135906e-05,1.04428360145903e-06,2.21680933464086e-05,276.550555419922,"201201.nc4"
"Alexandria","Alexandria city",5.11694616989189e-06,4.09123157396607e-06,2.42857117882522e-05,276.284393310547,"201201.nc4"
"Loudoun","Loudoun County",5.60301327823254e-06,2.56906938981653e-06,2.08007665302527e-05,275.586334228516,"201201.nc4"
"Warren","Warren County",NA,NA,NA,NA,"201201.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"201201.nc4"
"Falls Church","Falls Church city",1.00010390724492e-06,3.75267291019554e-06,2.32941747526638e-05,275.9248046875,"201201.nc4"
"Prince William","Prince William County",8.55447935066422e-06,4.22073691197511e-06,2.55074382948806e-05,276.261978149414,"201201.nc4"
"Spotsylvania","Spotsylvania County",1.37572533276398e-05,2.84126213045965e-06,1.92894513020292e-05,276.832214355469,"201201.nc4"
"Manassas Park","Manassas Park city",1.4728579117218e-05,1.74552587850485e-06,2.37455242313445e-05,275.987182617188,"201201.nc4"
"Fairfax","Fairfax County",5.06133549530811e-06,3.68773510217579e-06,2.42555778034633e-05,275.96635945638,"201201.nc4"
"Fairfax","Fairfax city",1.19926647812463e-06,3.87435693482985e-06,2.43612976191798e-05,275.665344238281,"201201.nc4"
"Manassas","Manassas city",1.4728579117218e-05,1.74552587850485e-06,2.37455242313445e-05,275.987182617188,"201201.nc4"
"Arlington","Arlington County",7.87743374530692e-07,5.29003318661125e-06,2.27486125368159e-05,276.3583984375,"201201.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"201201.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"201201.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"201201.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"201201.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"201201.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"201201.nc4"
"Salem","Salem city",NA,NA,NA,NA,"201201.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"201201.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"201201.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"201201.nc4"
"Craig","Craig County",NA,NA,NA,NA,"201201.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"201201.nc4"
"Radford","Radford city",NA,NA,NA,NA,"201201.nc4"
"Giles","Giles County",NA,NA,NA,NA,"201201.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"201201.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"201201.nc4"
"Galax","Galax city",NA,NA,NA,NA,"201201.nc4"
